MonthlyCharges,TotalCharges,Partner,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,Type_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Mailed check,PaymentMethod_Electronic check,InternetService_Fiber optic,total_add_on_4,Contract_InternetService_Charges,Contract_InternetService,Partner_OnlineSecurity,Contract_Type_to_MonthlyCharges,Contract_TechSupport_Interaction,Total_to_Monthly_Charges_Ratio,num_services,LatePayment_mail,predicted_churn_probability
1.168725263765601,-0.610302356866177,-0.9692341317067846,-0.6361110339942113,-0.7355463591028758,-0.7269705385112015,1.5545469214496157,1.2521631238002848,-0.5638215469828244,1.9091051844021834,-0.5438457219407257,-0.7107810667284712,1.1265120504989958,-0.37512230576202565,-1.0187219535153695,-0.2896177045260068,-0.45575985101876076,-0.012668610691780852,-0.29498346078680077,0.005865158754222283,0.21440028003320172,0.3295301916907803,0.6660992
1.1587702044130106,-0.13464318599633038,-0.9692341317067846,-0.6361110339942113,1.3595336141962153,-0.7269705385112015,-0.6432742467930781,1.2521631238002848,-0.5638215469828244,1.9091051844021834,-0.5438457219407257,-0.7107810667284712,1.1265120504989958,-0.37512230576202565,-0.4073239049745713,-0.2896177045260068,-0.45575985101876076,-0.012668610691780852,-0.29498346078680077,0.008910043265799328,0.21440028003320172,0.3295301916907803,0.5278532
0.6593580602247482,-0.6110483168204931,-0.9692341317067846,-0.6361110339942113,-0.7355463591028758,-0.7269705385112015,-0.6432742467930781,-0.798617992330763,-0.5638215469828244,1.9091051844021834,-0.5438457219407257,-0.7107810667284712,1.1265120504989958,-0.37512230576202565,-1.0196807880933394,-0.2896177045260068,-0.45575985101876076,-0.012668610691780852,-0.29498346078680077,0.0046580889510332,-1.073372830528694,0.3295301916907803,0.5517439
0.8650959535116073,-0.3814681708803605,-0.9692341317067846,-0.6361110339942113,1.3595336141962153,-0.7269705385112015,-0.6432742467930781,1.2521631238002848,-0.5638215469828244,-0.5238056070300494,-0.5438457219407257,1.406902978722722,1.1265120504989958,-0.37512230576202565,-0.7245853462146071,-0.2896177045260068,-0.45575985101876076,-0.012668610691780852,-0.29498346078680077,0.006933877544967595,0.21440028003320172,0.3295301916907803,0.5642235
0.32918192503051463,-0.9403457566537738,-0.9692341317067846,-0.6361110339942113,-0.7355463591028758,-0.7269705385112015,-0.6432742467930781,-0.798617992330763,-0.5638215469828244,-0.5238056070300494,1.8387567643843508,-0.7107810667284712,1.1265120504989958,-0.37512230576202565,-1.442949852233046,-0.2896177045260068,-0.45575985101876076,-0.012668610691780852,-0.29498346078680077,-5.7391644987978784e-05,-1.073372830528694,-2.1486933237556345,0.5653916
0.8070247739548325,-0.17180954372020124,-0.9692341317067846,-0.6361110339942113,-0.7355463591028758,-0.7269705385112015,-0.6432742467930781,1.2521631238002848,-0.5638215469828244,-0.5238056070300494,-0.5438457219407257,1.406902978722722,1.1265120504989958,-0.37512230576202565,-0.45509642777107095,-0.2896177045260068,-0.45575985101876076,-0.012668610691780852,-0.29498346078680077,0.0084553634788579,-0.4294862752477462,0.3295301916907803,0.5292926
1.2384106792337306,-0.41264490897104555,1.0317424524031547,-0.6361110339942113,-0.7355463591028758,1.3755715631171914,-0.6432742467930781,1.2521631238002848,-0.5638215469828244,1.9091051844021834,-0.5438457219407257,-0.7107810667284712,1.1265120504989958,-0.37512230576202565,-0.7646589913703487,-0.2896177045260068,-0.45575985101876076,-0.012668610691780852,-0.29498346078680077,0.007214438783394715,0.21440028003320172,0.3295301916907803,0.61594975
0.8136614801898926,-0.9034646189124357,-0.9692341317067846,-0.6361110339942113,-0.7355463591028758,-0.7269705385112015,-0.6432742467930781,1.2521631238002848,-0.5638215469828244,-0.5238056070300494,-0.5438457219407257,1.406902978722722,1.1265120504989958,-0.37512230576202565,-1.3955439426575347,-0.2896177045260068,-0.45575985101876076,-0.012668610691780852,-0.29498346078680077,0.0028523430007195948,-0.4294862752477462,0.3295301916907803,0.7071474
0.8451858348064276,-0.9351679169708734,-0.9692341317067846,-0.6361110339942113,-0.7355463591028758,-0.7269705385112015,-0.6432742467930781,1.2521631238002848,-0.5638215469828244,-0.5238056070300494,-0.5438457219407257,1.406902978722722,1.1265120504989958,-0.37512230576202565,-1.436294412221255,-0.2896177045260068,-0.45575985101876076,-0.012668610691780852,-0.29498346078680077,0.002731807056453801,-0.4294862752477462,0.3295301916907803,0.7385507
0.3175676891191599,-0.9762834744528887,-0.9692341317067846,-0.6361110339942113,-0.7355463591028758,-0.7269705385112015,-0.6432742467930781,-0.798617992330763,-0.5638215469828244,-0.5238056070300494,-0.5438457219407257,1.406902978722722,1.1265120504989958,-0.37512230576202565,-1.4891431180775951,-0.2896177045260068,-0.45575985101876076,-0.012668610691780852,-0.29498346078680077,-0.0005232429461553357,-1.073372830528694,0.3295301916907803,0.78385305
